0.100000,-3.062275,1.754928,1.026274,-0.009824,0.006656,-0.125000,0.992086,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,524.000000,30.000000,558.500000,184.000000,885.500000,301.000000
0.200000,-3.067780,1.757605,1.026303,-0.011736,0.007179,-0.124345,0.992144,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,525.500000,31.500000,555.500000,184.000000,876.500000,301.000000
0.300000,-3.074231,1.761396,1.026965,-0.011456,0.006851,-0.123871,0.992209,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,526.500000,33.000000,554.000000,183.500000,870.500000,301.000000
0.400000,-3.081266,1.765626,1.028193,-0.012481,0.006868,-0.125244,0.992024,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,528.000000,35.000000,552.000000,183.500000,862.500000,300.500000
0.500000,-3.089892,1.770826,1.029642,-0.010958,0.006058,-0.124475,0.992144,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,530.000000,37.500000,549.500000,183.500000,857.000000,300.000000
0.600000,-3.097255,1.775341,1.030512,-0.012653,0.006803,-0.124361,0.992133,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,529.500000,39.500000,548.000000,183.500000,852.500000,300.000000
0.700000,-3.106457,1.780668,1.031769,-0.011643,0.007927,-0.124833,0.992078,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,531.500000,42.500000,545.500000,183.500000,844.500000,301.000000
0.800000,-3.116808,1.787321,1.033542,-0.009151,0.005718,-0.126768,0.991874,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,532.000000,44.000000,544.500000,183.500000,840.500000,302.500000
0.900000,-3.127199,1.792840,1.035145,-0.010186,0.006369,-0.125702,0.991995,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,533.500000,46.000000,541.500000,182.500000,832.500000,303.000000
1.000000,-3.136601,1.797970,1.036407,-0.008517,0.006892,-0.125754,0.992001,0.023530,-0.042648,-0.021364,-0.441287,0.533880,-0.556447,0.458917,534.500000,49.000000,539.500000,182.500000,826.500000,303.000000
