0.100000,-3.227784,-1.467903,1.021116,0.006190,0.027565,0.032693,0.999066,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,23.000000,5.000000,517.000000,162.000000,341.500000,286.000000
0.200000,-3.206693,-1.463799,1.022985,0.008221,0.027008,0.033595,0.999037,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,27.000000,6.000000,516.000000,162.000000,336.500000,287.500000
0.300000,-3.183502,-1.459606,1.025176,0.007246,0.025736,0.034321,0.999053,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,29.500000,6.500000,515.000000,162.000000,334.000000,290.000000
0.400000,-3.162944,-1.456491,1.026958,0.006041,0.021615,0.033438,0.999189,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,31.000000,7.000000,513.500000,161.500000,330.500000,293.000000
0.500000,-3.145668,-1.453872,1.028273,0.007722,0.010826,0.034872,0.999303,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,32.000000,7.500000,513.500000,162.000000,329.500000,294.000000
0.600000,-3.128085,-1.451209,1.029540,0.007249,0.003015,0.035824,0.999327,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,37.500000,8.000000,511.500000,161.000000,325.500000,296.000000
0.700000,-3.116713,-1.449111,1.030324,0.006662,0.001819,0.035781,0.999336,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,43.000000,8.500000,509.500000,161.000000,322.000000,298.000000
0.800000,-3.109789,-1.447805,1.030285,0.004975,-0.000189,0.035282,0.999365,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,45.000000,9.000000,509.000000,161.000000,321.500000,298.000000
0.900000,-3.107656,-1.446751,1.029991,0.006418,0.001310,0.035310,0.999355,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,51.500000,9.500000,506.500000,160.000000,319.500000,298.000000
1.000000,-3.108907,-1.446518,1.028921,0.007632,0.003958,0.034882,0.999354,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,57.500000,10.500000,505.500000,159.500000,319.500000,297.000000
1.100000,-3.114065,-1.446935,1.027648,0.007482,0.004857,0.035016,0.999347,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,63.000000,10.500000,504.500000,158.500000,319.000000,295.500000
1.200000,-3.121324,-1.447646,1.026299,0.006035,0.006067,0.034523,0.999367,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,68.500000,10.000000,502.500000,157.000000,319.000000,291.000000
1.300000,-3.133161,-1.448437,1.024762,0.001914,0.009202,0.033291,0.999402,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,75.500000,11.000000,501.000000,156.500000,319.000000,288.000000
1.400000,-3.146250,-1.448609,1.023907,0.001602,0.010087,0.033289,0.999394,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,84.000000,12.500000,498.500000,157.500000,318.000000,285.000000
1.500000,-3.160604,-1.448285,1.023817,0.002639,0.011800,0.033895,0.999352,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,90.000000,14.000000,497.000000,157.500000,319.000000,281.500000
1.600000,-3.176289,-1.447355,1.024535,0.006047,0.013075,0.034115,0.999314,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,95.000000,14.500000,496.000000,157.500000,319.000000,279.000000
1.700000,-3.192923,-1.446215,1.026100,0.006955,0.011849,0.034918,0.999296,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,104.500000,16.500000,494.500000,158.500000,320.000000,275.500000
1.800000,-3.210769,-1.445463,1.027954,0.007613,0.011298,0.035445,0.999279,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,106.000000,17.000000,493.500000,158.500000,321.000000,274.000000
1.900000,-3.227536,-1.445424,1.029847,0.007783,0.012621,0.035488,0.999260,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,115.500000,21.000000,491.500000,160.500000,323.500000,272.500000
2.000000,-3.249149,-1.445535,1.032028,0.007477,0.012293,0.035252,0.999275,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,124.500000,22.500000,489.500000,161.000000,326.000000,270.000000
2.100000,-3.269158,-1.446382,1.033914,0.006404,0.014548,0.034222,0.999288,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,128.500000,22.500000,488.000000,161.500000,326.500000,269.000000
2.200000,-3.289325,-1.447306,1.035524,0.007482,0.014954,0.034956,0.999249,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,134.500000,22.500000,486.500000,162.000000,328.500000,267.000000
2.300000,-3.309658,-1.448071,1.036540,0.005535,0.013244,0.033345,0.999341,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,138.000000,23.000000,486.000000,162.500000,329.500000,266.000000
2.400000,-3.330429,-1.449136,1.037386,0.008503,0.014460,0.034315,0.999270,0.001778,0.010411,0.025915,-0.452404,0.564791,-0.528775,0.443552,144.500000,22.500000,483.000000,162.000000,333.000000,263.000000
