0.1,3.196865,-1.267415,0.778392
0.2,3.210718,-1.258859,0.779025
0.3,3.227770,-1.247812,0.779611
0.4,3.243307,-1.237521,0.780701
0.5,3.258864,-1.227384,0.782363
0.6,3.274669,-1.217054,0.784238
0.7,3.289070,-1.207652,0.786400
0.8,3.306497,-1.196035,0.788712
0.9,3.322118,-1.184974,0.790543
1.0,3.339206,-1.172595,0.792120
1.1,3.351645,-1.163315,0.793445
1.2,3.367039,-1.151499,0.795763
1.3,3.384461,-1.138121,0.799176
1.4,3.400183,-1.125382,0.802836
1.5,3.415869,-1.112268,0.806724
1.6,3.429672,-1.100338,0.809419
1.7,3.444841,-1.086974,0.811522
1.8,3.461605,-1.072209,0.812797
1.9,3.475326,-1.059790,0.812797
2.0,3.491725,-1.044620,0.812083
2.1,3.506198,-1.030827,0.810805
2.2,3.520732,-1.017065,0.809231
2.3,3.535274,-1.003370,0.807412
2.4,3.551217,-0.988059,0.804919
2.5,3.564143,-0.975767,0.802855
2.6,3.577101,-0.963371,0.800795
2.7,3.593126,-0.948275,0.798523
2.8,3.607619,-0.934306,0.796627
2.9,3.622196,-0.920023,0.795407
3.0,3.632189,-0.909883,0.794958
3.1,3.650759,-0.890249,0.795567
3.2,3.664797,-0.874528,0.796776
3.3,3.678104,-0.858771,0.798316
3.4,3.691095,-0.842969,0.800711
3.5,3.703766,-0.827146,0.803321
3.6,3.717111,-0.809549,0.806149
3.7,3.726785,-0.796712,0.807246
3.8,3.739551,-0.779031,0.807811
3.9,3.749885,-0.764397,0.807663
4.0,3.762444,-0.746128,0.806721
4.1,3.773910,-0.729357,0.805383
4.2,3.785074,-0.712625,0.803509
4.3,3.796118,-0.695986,0.801123
4.4,3.807138,-0.679181,0.798086
4.5,3.818363,-0.661968,0.794999
4.6,3.829386,-0.644674,0.792166
4.7,3.837040,-0.632468,0.791044
4.8,3.850305,-0.609664,0.790290
4.9,3.859950,-0.592221,0.790768
5.0,3.869279,-0.574778,0.791870
5.1,3.878284,-0.557063,0.793273
5.2,3.887286,-0.539031,0.794909
5.3,3.896035,-0.520817,0.796391
5.4,3.904341,-0.502024,0.797625
5.5,3.911461,-0.484792,0.798887
5.6,3.919915,-0.463839,0.800254
5.7,3.927328,-0.444549,0.801224
5.8,3.933946,-0.426754,0.801808
5.9,3.942123,-0.404954,0.802598
6.0,3.947891,-0.389092,0.803695
6.1,3.956020,-0.365593,0.805680
6.2,3.962136,-0.346127,0.807675
6.3,3.967757,-0.327438,0.810053
6.4,3.973576,-0.307195,0.813840
6.5,3.978067,-0.290792,0.817162
6.6,3.982229,-0.273038,0.820284
6.7,3.986168,-0.255713,0.823286
6.8,3.989520,-0.238438,0.826168
6.9,3.992715,-0.220891,0.828568
7.0,3.995350,-0.205094,0.829871
7.1,3.998913,-0.185561,0.831270
7.2,4.002035,-0.169605,0.832139
7.3,4.005736,-0.150254,0.832599
7.4,4.008789,-0.134283,0.832686
7.5,4.012167,-0.114607,0.832339
7.6,4.014936,-0.096748,0.831827
7.7,4.017350,-0.078676,0.830834
7.8,4.019556,-0.060529,0.829254
7.9,4.021609,-0.042177,0.827220
8.0,4.022971,-0.025547,0.824593
8.1,4.024179,-0.004745,0.820584
8.2,4.024786,0.014439,0.816097
8.3,4.025226,0.033858,0.811319
8.4,4.025224,0.051270,0.806495
8.5,4.024764,0.070670,0.799971
8.6,4.024178,0.092208,0.792274
8.7,4.023362,0.111934,0.784768
8.8,4.022188,0.129795,0.778274
8.9,4.020450,0.149819,0.771738
9.0,4.018170,0.171856,0.765344
9.1,4.015642,0.191604,0.760135
9.2,4.012779,0.211111,0.755254
9.3,4.009893,0.230495,0.750706
9.4,4.007049,0.249847,0.746373
9.5,4.003548,0.268926,0.741860
9.6,3.999646,0.287391,0.737611
9.7,3.995571,0.305479,0.733894
9.8,3.991094,0.323309,0.730510
9.9,3.986262,0.340921,0.727956
10.0,3.981279,0.358288,0.726250
10.1,3.976310,0.375331,0.725460
10.2,3.971768,0.390289,0.725112
10.3,3.965944,0.408268,0.725439
10.4,3.961099,0.422697,0.726209
10.5,3.955539,0.438472,0.726956
10.6,3.949520,0.454126,0.727843
10.7,3.942462,0.471035,0.728549
10.8,3.935147,0.486321,0.728154
10.9,3.928025,0.500069,0.727495
11.0,3.918551,0.516923,0.726733
11.1,3.908202,0.533784,0.725864
11.2,3.898157,0.549138,0.725277
11.3,3.889867,0.561373,0.725241
11.4,3.878475,0.578048,0.725942
11.5,3.869036,0.591327,0.726750
11.6,3.857413,0.607192,0.728306
11.7,3.849081,0.618705,0.730333
11.8,3.836247,0.635537,0.734225
11.9,3.826742,0.647876,0.738331
12.0,3.815038,0.662752,0.744100
12.1,3.805467,0.674817,0.749321
12.2,3.792996,0.689341,0.755872
12.3,3.781070,0.702243,0.761817
12.4,3.769097,0.714887,0.767809
12.5,3.756776,0.727333,0.773781
12.6,3.744382,0.739462,0.779491
12.7,3.731407,0.751304,0.784165
12.8,3.717940,0.762967,0.787837
12.9,3.702808,0.775376,0.790071
13.0,3.690175,0.785589,0.791080
13.1,3.676113,0.796498,0.791452
13.2,3.662085,0.807443,0.790959
13.3,3.647820,0.818082,0.789588
13.4,3.633633,0.828538,0.788029
13.5,3.619377,0.838581,0.786346
13.6,3.604836,0.848502,0.784028
13.7,3.590254,0.858462,0.781903
13.8,3.575799,0.868319,0.779916
13.9,3.561574,0.877866,0.778210
14.0,3.548664,0.886274,0.776911
14.1,3.532818,0.896189,0.776370
14.2,3.518189,0.905104,0.776989
14.3,3.503272,0.913708,0.778772
14.4,3.488107,0.921862,0.781610
14.5,3.473320,0.929851,0.785689
14.6,3.458647,0.937414,0.790215
