0.000000,-3.140968,-1.135368,0.878694,0.006445,0.010853,0.019961,0.999721,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,85.500000,212.000000,140.000000,48.500000,325.000000,211.500000,220.000000,75.000000
0.100000,-3.140823,-1.135859,0.873461,0.003971,0.006577,0.020344,0.999764,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,85.250000,211.250000,139.500000,48.000000,325.000000,211.000000,220.000000,74.000000
0.200000,-3.140156,-1.137015,0.869021,0.001715,0.005647,0.022156,0.999737,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,85.350000,210.500000,138.700000,47.500000,325.150000,210.200000,219.850000,72.850000
0.300000,-3.139151,-1.138144,0.865445,0.002543,0.006678,0.018603,0.999801,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,85.200000,209.150000,137.300000,46.500000,325.350000,208.800000,219.650000,71.150000
0.400000,-3.136645,-1.140062,0.863491,0.004826,0.009198,0.017294,0.999797,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,85.000000,208.300000,135.800000,46.000000,325.500000,207.800000,219.200000,69.500000
0.500000,-3.134688,-1.141619,0.861749,0.004449,0.004478,0.018164,0.999815,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,84.500000,207.800000,135.000000,45.800000,325.800000,207.700000,218.800000,68.300000
0.600000,-3.131880,-1.143659,0.861587,0.000217,0.001576,0.018866,0.999821,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,84.000000,207.700000,134.300000,46.000000,326.300000,208.000000,218.300000,67.000000
0.700000,-3.127795,-1.146421,0.862774,-0.003180,0.004834,0.018315,0.999816,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,83.200000,207.300000,133.700000,46.000000,326.800000,208.500000,217.700000,66.000000
0.800000,-3.124720,-1.148609,0.863692,-0.001428,0.002817,0.019333,0.999808,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,82.300000,207.200000,132.700000,46.200000,327.200000,208.800000,216.700000,65.300000
0.900000,-3.122313,-1.149396,0.865901,-0.000928,0.002598,0.019106,0.999814,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,81.200000,207.200000,131.200000,46.700000,327.300000,209.200000,215.000000,65.200000
1.000000,-3.119803,-1.150063,0.868246,0.000355,0.002778,0.017910,0.999836,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,80.300000,207.300000,129.700000,47.500000,327.700000,209.500000,213.700000,65.700000
1.100000,-3.118112,-1.150742,0.871321,0.001370,0.004604,0.018544,0.999816,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.700000,207.500000,128.300000,48.300000,327.800000,210.000000,212.800000,66.500000
1.200000,-3.116596,-1.151504,0.873628,-0.002070,0.001739,0.017494,0.999843,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.300000,207.500000,126.800000,49.500000,327.700000,210.800000,212.200000,67.700000
1.300000,-3.114890,-1.152381,0.875384,-0.000334,0.003689,0.020185,0.999789,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.200000,207.500000,125.500000,50.300000,327.300000,211.300000,211.500000,68.700000
1.400000,-3.114375,-1.152728,0.877010,-0.000105,0.005966,0.017664,0.999826,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.000000,207.500000,123.700000,51.700000,327.000000,212.000000,210.200000,69.800000
1.500000,-3.113676,-1.152924,0.878727,-0.000160,0.003981,0.018094,0.999828,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.000000,207.700000,122.000000,53.000000,327.000000,212.300000,209.500000,70.800000
1.600000,-3.113193,-1.153107,0.880406,0.001624,0.006128,0.019235,0.999795,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.000000,207.800000,120.000000,54.300000,327.000000,213.000000,209.000000,72.000000
1.700000,-3.112829,-1.153070,0.882263,0.000571,0.003791,0.018999,0.999812,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.000000,208.000000,118.500000,55.200000,327.200000,213.500000,208.700000,72.700000
1.800000,-3.112005,-1.153520,0.884355,0.002177,0.004450,0.018917,0.999809,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.000000,208.000000,117.300000,55.700000,327.300000,214.200000,208.000000,73.000000
1.900000,-3.110819,-1.154064,0.887196,0.002000,0.005220,0.021353,0.999756,0.020684,-0.007660,-0.040508,0.429629,-0.567489,0.532357,-0.458226,-1.000000,-1.000000,79.000000,208.300000,116.300000,56.200000,327.500000,215.000000,206.700000,73.300000
