0.1,-0.033702,-0.013662,1.188603
0.2,-0.034182,-0.009274,1.186581
0.3,-0.035701,-0.005602,1.181936
0.4,-0.037659,-0.003834,1.177942
0.5,-0.040903,-0.003861,1.174055
0.6,-0.043200,-0.004585,1.170567
0.8,-0.046744,-0.005612,1.166801
0.9,-0.052016,-0.006500,1.163306
1.0,-0.057847,-0.006778,1.159958
1.1,-0.062893,-0.006530,1.157629
1.2,-0.066273,-0.005568,1.155970
1.3,-0.068961,-0.003231,1.154319
1.4,-0.071628,0.000244,1.151916
1.5,-0.074182,0.004178,1.149872
1.6,-0.076079,0.007502,1.147926
1.7,-0.077691,0.010644,1.145979
1.8,-0.077842,0.014767,1.146364
1.9,-0.077574,0.018919,1.146741
2.0,-0.077008,0.021021,1.149279
2.1,-0.076440,0.022563,1.151276
2.3,-0.075108,0.022938,1.153015
2.4,-0.073278,0.023050,1.153372
2.5,-0.071747,0.023308,1.153150
2.6,-0.070949,0.022711,1.153229
2.7,-0.068963,0.020123,1.154788
2.8,-0.066044,0.017431,1.157037
2.9,-0.062710,0.014028,1.158527
3.0,-0.059232,0.009784,1.159979
3.1,-0.055808,0.005783,1.159991
3.2,-0.051902,0.001409,1.159832
3.3,-0.048978,-0.001310,1.159317
3.5,-0.047046,-0.002825,1.159585
3.6,-0.046307,-0.002626,1.160580
3.7,-0.047424,-0.001180,1.159195
3.8,-0.049139,-0.000089,1.158448
3.9,-0.051602,0.000352,1.155391
4.0,-0.056057,-0.000665,1.152169
4.1,-0.061503,-0.002182,1.150637
4.2,-0.067171,-0.002802,1.150172
4.3,-0.072424,-0.003348,1.149151
4.4,-0.077775,-0.004805,1.148849
4.5,-0.081426,-0.008318,1.149778
4.6,-0.082532,-0.012911,1.152089
4.7,-0.082521,-0.017832,1.153993
4.8,-0.082602,-0.022726,1.155066
4.9,-0.081839,-0.025939,1.155445
5.0,-0.080706,-0.028644,1.154843
5.2,-0.078782,-0.031712,1.153662
5.3,-0.076736,-0.034479,1.150097
5.4,-0.074572,-0.035906,1.143930
5.5,-0.072012,-0.036445,1.134862
5.6,-0.069076,-0.035400,1.123773
5.7,-0.063829,-0.033214,1.112138
5.8,-0.054217,-0.030647,1.103180
