0.00,-3.770144,0.049975,0.921208,-0.008184,0.014355,-0.004722,0.999852,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,139.000000,126.500000,343.500000,230.000000,476.500000,103.500000,564.500000,231.500000,677.000000,136.500000
0.10,-3.770669,0.050426,0.922457,-0.009603,0.016149,-0.005872,0.999806,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,138.750000,126.500000,343.000000,230.500000,476.250000,103.750000,564.500000,232.250000,676.750000,136.750000
0.20,-3.771278,0.050045,0.926093,-0.009467,0.012113,-0.006200,0.999863,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,138.500000,126.200000,342.500000,230.300000,476.000000,104.000000,564.500000,232.300000,676.350000,136.500000
0.30,-3.771490,0.048559,0.930738,-0.019405,0.018010,-0.006931,0.999625,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,137.500000,125.500000,341.650000,230.300000,475.500000,104.500000,564.350000,232.800000,675.700000,136.350000
0.40,-3.771989,0.046757,0.935268,-0.014763,0.014963,-0.006867,0.999755,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,136.500000,124.200000,341.200000,230.000000,475.000000,104.700000,564.300000,232.800000,675.200000,136.000000
0.50,-3.772121,0.044461,0.939197,-0.015493,0.012453,-0.004536,0.999792,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,135.300000,122.200000,341.200000,229.300000,474.300000,104.300000,564.500000,232.500000,675.000000,135.000000
0.60,-3.774023,0.042200,0.939919,-0.016113,0.012748,-0.004369,0.999779,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,135.000000,119.800000,341.500000,228.200000,473.800000,103.300000,564.800000,231.700000,675.000000,133.300000
0.70,-3.776149,0.039923,0.940058,-0.015210,0.012843,-0.004656,0.999791,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,134.500000,116.800000,341.800000,226.300000,473.300000,102.200000,564.700000,230.000000,675.000000,130.700000
0.80,-3.778095,0.037530,0.939275,-0.017021,0.013805,-0.004828,0.999748,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,133.800000,113.800000,341.800000,224.700000,472.300000,101.000000,564.200000,228.500000,674.800000,128.500000
0.90,-3.780032,0.035092,0.938116,-0.015236,0.015076,-0.002484,0.999767,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,132.800000,111.000000,341.700000,223.300000,471.300000,100.300000,563.500000,227.200000,674.700000,126.700000
1.00,-3.781430,0.032768,0.935494,-0.019180,0.012474,-0.002510,0.999735,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,132.200000,108.000000,341.500000,221.500000,469.800000,99.300000,563.200000,226.000000,674.700000,124.500000
1.10,-3.782291,0.031288,0.931781,-0.019286,0.015540,-0.004051,0.999685,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,132.500000,105.700000,341.500000,220.200000,469.000000,98.300000,563.200000,225.000000,674.800000,122.500000
1.20,-3.783005,0.030427,0.927125,-0.017935,0.014514,-0.004377,0.999724,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,133.800000,104.300000,341.500000,219.000000,467.800000,97.300000,563.700000,224.500000,675.000000,120.800000
1.30,-3.783171,0.029771,0.922028,-0.014294,0.015731,-0.004105,0.999766,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,136.000000,104.500000,341.700000,218.700000,467.200000,96.500000,564.200000,224.700000,675.000000,120.000000
1.40,-3.782578,0.028745,0.916093,-0.014329,0.014042,-0.004101,0.999790,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,137.700000,105.000000,341.800000,218.300000,466.700000,95.700000,564.700000,224.700000,675.200000,119.200000
1.50,-3.781461,0.027207,0.909131,-0.018030,0.012958,-0.004601,0.999743,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,138.800000,105.200000,342.000000,217.800000,466.300000,94.500000,565.000000,224.200000,675.500000,118.000000
1.60,-3.780518,0.026532,0.903035,-0.019808,0.011872,-0.003595,0.999727,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,139.000000,105.300000,342.200000,217.800000,466.200000,93.800000,565.300000,223.700000,675.700000,117.300000
1.70,-3.779200,0.026420,0.898479,-0.017093,0.012467,-0.003604,0.999770,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,139.200000,105.500000,342.200000,217.800000,466.200000,93.500000,565.500000,223.200000,675.000000,116.700000
1.80,-3.778305,0.027158,0.895596,-0.016042,0.013634,-0.003193,0.999773,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,140.200000,105.300000,342.500000,218.000000,465.800000,94.000000,565.500000,223.200000,673.800000,116.700000
1.90,-3.777196,0.028572,0.894398,-0.016049,0.016842,-0.002601,0.999726,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,141.700000,105.300000,342.800000,218.000000,465.800000,94.500000,565.300000,223.500000,672.800000,116.700000
2.00,-3.775724,0.029459,0.894985,-0.017357,0.019451,-0.001566,0.999659,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,142.500000,104.700000,343.300000,218.000000,466.000000,94.800000,565.000000,224.300000,672.000000,116.800000
2.10,-3.773141,0.030683,0.895912,-0.015348,0.013870,-0.002930,0.999782,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,142.000000,104.000000,343.500000,218.200000,466.700000,94.800000,564.500000,225.200000,671.000000,116.800000
2.20,-3.771086,0.031283,0.898308,-0.013651,0.010760,-0.003301,0.999843,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,140.200000,103.000000,343.500000,218.500000,467.200000,95.000000,563.500000,226.000000,669.000000,117.200000
2.30,-3.769525,0.031319,0.900967,-0.015204,0.008516,-0.003928,0.999840,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,139.500000,103.000000,343.500000,219.000000,467.300000,95.500000,562.500000,227.000000,667.000000,118.200000
2.40,-3.769107,0.031002,0.903537,-0.020245,0.010351,-0.004752,0.999730,0.0319644,-0.0373625,-0.0314208,0.453044,-0.557743,0.531336,-0.448727,138.700000,103.300000,343.300000,219.500000,467.300000,95.800000,561.300000,227.800000,665.300000,119.500000
