0.1,0.866405,-0.449828,0.623928
0.2,0.867507,-0.448768,0.624860
0.3,0.868840,-0.449518,0.624913
0.4,0.870671,-0.449771,0.623040
0.5,0.875146,-0.451306,0.617777
0.6,0.880916,-0.455614,0.612900
0.8,0.887933,-0.460343,0.607344
0.9,0.895737,-0.464419,0.603762
1.0,0.903094,-0.468079,0.602236
1.1,0.909121,-0.470711,0.601082
1.2,0.914016,-0.471215,0.600587
1.3,0.918245,-0.469997,0.599408
1.4,0.922266,-0.468467,0.600403
1.5,0.925641,-0.467116,0.600747
1.6,0.927899,-0.467056,0.601107
1.7,0.928151,-0.468336,0.600358
1.8,0.926637,-0.470641,0.598966
1.9,0.924424,-0.472130,0.596735
2.0,0.922252,-0.473539,0.596641
2.1,0.919045,-0.473894,0.598095
2.3,0.916392,-0.473947,0.600981
2.4,0.915309,-0.472801,0.602133
2.5,0.915971,-0.470832,0.602033
2.6,0.918003,-0.468477,0.600001
2.7,0.922586,-0.464966,0.596794
2.8,0.928179,-0.461246,0.593137
2.9,0.936377,-0.456897,0.588912
3.0,0.948249,-0.452310,0.584944
3.1,0.961244,-0.447979,0.582029
3.2,0.977837,-0.442743,0.578162
3.3,0.993946,-0.438648,0.575521
3.5,1.012387,-0.436141,0.575307
3.6,1.031040,-0.435209,0.576370
3.7,1.048161,-0.433709,0.577089
3.8,1.067008,-0.431077,0.578871
3.9,1.083516,-0.427442,0.580735
4.0,1.101728,-0.423862,0.583326
4.1,1.119117,-0.421679,0.586775
4.2,1.135912,-0.420251,0.591061
4.3,1.149923,-0.418590,0.594065
4.4,1.165575,-0.415732,0.598694
4.5,1.180983,-0.411870,0.603027
4.6,1.194871,-0.407389,0.604923
4.7,1.209478,-0.402689,0.606366
4.8,1.224772,-0.398835,0.606744
4.9,1.237547,-0.397061,0.605314
5.0,1.250910,-0.397050,0.603344
5.2,1.266562,-0.398639,0.601016
5.3,1.281880,-0.401133,0.599164
5.4,1.297391,-0.403091,0.596248
5.5,1.315120,-0.404249,0.593374
5.6,1.332694,-0.403583,0.590991
5.7,1.349166,-0.400073,0.588828
5.8,1.363441,-0.395011,0.586067
5.9,1.379840,-0.388125,0.580909
6.0,1.396528,-0.382373,0.576346
6.1,1.412409,-0.377479,0.571902
6.2,1.427622,-0.372313,0.569172
6.3,1.443040,-0.366706,0.568258
6.5,1.458622,-0.361158,0.568024
6.6,1.472905,-0.357191,0.568101
6.7,1.489222,-0.353309,0.568774
6.8,1.507155,-0.350778,0.571726
6.9,1.523274,-0.350086,0.575193
7.0,1.539659,-0.348999,0.577356
7.1,1.555930,-0.347760,0.576935
7.2,1.574455,-0.347029,0.575683
7.3,1.593455,-0.347495,0.574854
7.4,1.610945,-0.347616,0.575751
7.5,1.630473,-0.346240,0.576826
7.6,1.648202,-0.343835,0.576803
7.7,1.668716,-0.337320,0.573911
7.8,1.687513,-0.330453,0.569473
8.0,1.707355,-0.322037,0.563869
8.1,1.724823,-0.312469,0.557622
8.2,1.746098,-0.299392,0.552751
8.3,1.762813,-0.289553,0.551246
8.4,1.778763,-0.280964,0.552150
8.5,1.796553,-0.272252,0.555388
8.6,1.812817,-0.265689,0.561025
8.7,1.831643,-0.259451,0.570001
8.8,1.847031,-0.254781,0.578586
8.9,1.868085,-0.249230,0.590587
9.0,1.884676,-0.245374,0.599055
9.1,1.903084,-0.240787,0.606058
9.2,1.921965,-0.236818,0.610437
9.3,1.938985,-0.233411,0.611929
9.4,1.958467,-0.229216,0.610469
9.6,1.980132,-0.225903,0.606265
9.7,2.002614,-0.223231,0.598122
9.8,2.025553,-0.221469,0.588099
9.9,2.046830,-0.220476,0.577803
10.0,2.070457,-0.220741,0.566417
10.1,2.091220,-0.222061,0.555816
10.2,2.114440,-0.226590,0.542422
10.3,2.136707,-0.235885,0.533219
10.4,2.153969,-0.244040,0.528296
10.5,2.172842,-0.249628,0.521777
10.6,2.188844,-0.251237,0.516476
10.8,2.204586,-0.252369,0.511952
10.9,2.218074,-0.253191,0.509797
11.0,2.228810,-0.254163,0.510108
11.1,2.239097,-0.255345,0.512944
11.2,2.251642,-0.257387,0.517935
11.3,2.264754,-0.259459,0.523492
11.4,2.279610,-0.262618,0.529503
11.5,2.292229,-0.266138,0.533445
11.6,2.306024,-0.271702,0.536955
11.7,2.318346,-0.278356,0.537241
11.8,2.332429,-0.286275,0.534051
11.9,2.343555,-0.293108,0.529811
12.0,2.357385,-0.302306,0.525416
12.1,2.373645,-0.312900,0.523443
12.2,2.389288,-0.321969,0.523981
12.3,2.404198,-0.330199,0.526092
12.4,2.418521,-0.337731,0.530310
12.6,2.433796,-0.345566,0.536102
12.7,2.447411,-0.354044,0.541790
12.8,2.459646,-0.362718,0.547222
12.9,2.471046,-0.370678,0.551284
13.0,2.482179,-0.379720,0.553479
13.1,2.492781,-0.389119,0.551957
13.2,2.502712,-0.398177,0.549169
13.3,2.514203,-0.408117,0.546623
13.4,2.523991,-0.416595,0.544276
13.5,2.534393,-0.426837,0.540711
13.6,2.542500,-0.434799,0.537995
13.8,2.550791,-0.443663,0.533430
13.9,2.557179,-0.450685,0.529461
14.0,2.563990,-0.458963,0.526582
14.1,2.569926,-0.466515,0.522981
14.2,2.576377,-0.473534,0.519032
14.3,2.583524,-0.479376,0.516029
14.4,2.590438,-0.483785,0.513838
14.5,2.597732,-0.486552,0.511466
14.6,2.606950,-0.487457,0.510134
14.7,2.616448,-0.487397,0.509020
14.8,2.624414,-0.486522,0.507630
14.9,2.631403,-0.485380,0.507001
15.0,2.640011,-0.483577,0.506472
15.1,2.646691,-0.481803,0.506799
15.2,2.651937,-0.481387,0.507714
15.3,2.656810,-0.481489,0.510061
15.4,2.660297,-0.481331,0.512265
15.5,2.663296,-0.481384,0.516395
15.6,2.664219,-0.482102,0.519822
15.7,2.664419,-0.483126,0.523673
15.9,2.662240,-0.483872,0.526358
16.0,2.659140,-0.485745,0.529274
16.1,2.653734,-0.488870,0.531168
16.2,2.646183,-0.491486,0.533148
16.3,2.639116,-0.493553,0.535512
16.4,2.633581,-0.494889,0.539291
16.5,2.628603,-0.496354,0.542022
16.6,2.623329,-0.496905,0.543860
16.7,2.620112,-0.496308,0.545652
16.8,2.617350,-0.495374,0.546852
16.9,2.615074,-0.495005,0.548467
17.0,2.613759,-0.494119,0.547554
17.1,2.613759,-0.492898,0.546097
17.2,2.614641,-0.492406,0.544239
17.4,2.616239,-0.492822,0.543150
17.5,2.618653,-0.494216,0.544138
