1,1,-1,-1,-1,-1,1,-0.0396,0.4904,1.4084
1,2,-1,-1,-1,-1,1,3.1969,-1.2674,0.7784
1,3,-1,-1,-1,-1,1,-0.4739,-0.8964,0.5095
2,1,-1,-1,-1,-1,1,-0.0235,0.4798,1.4126
2,2,-1,-1,-1,-1,1,3.2107,-1.2589,0.779
2,3,-1,-1,-1,-1,1,-0.4623,-0.8841,0.5105
3,1,-1,-1,-1,-1,1,-0.0036,0.467,1.417
3,2,-1,-1,-1,-1,1,3.2278,-1.2478,0.7796
3,3,-1,-1,-1,-1,1,-0.4488,-0.8685,0.5118
4,1,-1,-1,-1,-1,1,0.0152,0.4556,1.4194
4,2,-1,-1,-1,-1,1,3.2433,-1.2375,0.7807
4,3,-1,-1,-1,-1,1,-0.437,-0.8543,0.5121
5,1,-1,-1,-1,-1,1,0.0344,0.4438,1.4204
5,2,-1,-1,-1,-1,1,3.2589,-1.2274,0.7824
5,3,-1,-1,-1,-1,1,-0.4253,-0.8398,0.5111
6,1,-1,-1,-1,-1,1,0.0538,0.4313,1.4201
6,2,-1,-1,-1,-1,1,3.2747,-1.2171,0.7842
6,3,-1,-1,-1,-1,1,-0.4134,-0.8252,0.5101
7,1,-1,-1,-1,-1,1,0.0713,0.4194,1.4189
7,2,-1,-1,-1,-1,1,3.2891,-1.2077,0.7864
7,3,-1,-1,-1,-1,1,-0.4023,-0.8123,0.509
8,1,-1,-1,-1,-1,1,0.0929,0.4048,1.4166
8,2,-1,-1,-1,-1,1,3.3065,-1.196,0.7887
8,3,-1,-1,-1,-1,1,-0.3878,-0.7973,0.5069
9,1,-1,-1,-1,-1,1,0.1125,0.3915,1.4139
9,2,-1,-1,-1,-1,1,3.3221,-1.185,0.7905
9,3,-1,-1,-1,-1,1,-0.3726,-0.7844,0.5037
10,1,-1,-1,-1,-1,1,0.1339,0.3776,1.4112
10,2,-1,-1,-1,-1,1,3.3392,-1.1726,0.7921
10,3,-1,-1,-1,-1,1,-0.3531,-0.7714,0.4988
11,1,-1,-1,-1,-1,1,0.1511,0.3668,1.4094
11,2,-1,-1,-1,-1,1,3.3516,-1.1633,0.7934
11,3,-1,-1,-1,-1,1,-0.3377,-0.7626,0.4947
12,1,-1,-1,-1,-1,1,0.1681,0.3563,1.408
12,2,-1,-1,-1,-1,1,3.367,-1.1515,0.7958
12,3,-1,-1,-1,-1,1,-0.3176,-0.7517,0.4898
13,1,-1,-1,-1,-1,1,0.1888,0.3432,1.4061
13,2,-1,-1,-1,-1,1,3.3845,-1.1381,0.7992
13,3,-1,-1,-1,-1,1,-0.2946,-0.74,0.4855
14,1,-1,-1,-1,-1,1,0.2098,0.3301,1.404
14,2,-1,-1,-1,-1,1,3.4002,-1.1254,0.8028
14,3,-1,-1,-1,-1,1,-0.2707,-0.7285,0.4822
15,1,-1,-1,-1,-1,1,0.2278,0.3199,1.4028
15,2,-1,-1,-1,-1,1,3.4159,-1.1123,0.8067
15,3,-1,-1,-1,-1,1,-0.2505,-0.7196,0.4807
16,1,-1,-1,-1,-1,1,0.2463,0.3106,1.4015
16,2,-1,-1,-1,-1,1,3.4297,-1.1003,0.8094
16,3,-1,-1,-1,-1,1,-0.2298,-0.7117,0.4803
17,1,-1,-1,-1,-1,1,0.2697,0.3001,1.3998
17,2,-1,-1,-1,-1,1,3.4448,-1.087,0.8115
17,3,-1,-1,-1,-1,1,-0.2076,-0.7043,0.4812
18,1,-1,-1,-1,-1,1,0.2915,0.2911,1.3979
18,2,-1,-1,-1,-1,1,3.4616,-1.0722,0.8128
18,3,-1,-1,-1,-1,1,-0.184,-0.6964,0.4845
19,1,-1,-1,-1,-1,1,0.3134,0.2825,1.3954
19,2,-1,-1,-1,-1,1,3.4753,-1.0598,0.8128
19,3,-1,-1,-1,-1,1,-0.1651,-0.6896,0.4883
20,1,-1,-1,-1,-1,1,0.3353,0.2745,1.3932
20,2,-1,-1,-1,-1,1,3.4917,-1.0446,0.8121
20,3,-1,-1,-1,-1,1,-0.1443,-0.682,0.493
21,1,-1,-1,-1,-1,1,0.3574,0.267,1.3916
21,2,-1,-1,-1,-1,1,3.5062,-1.0308,0.8108
21,3,-1,-1,-1,-1,1,-0.1215,-0.6735,0.4987
22,1,-1,-1,-1,-1,1,0.3794,0.2597,1.3905
22,2,-1,-1,-1,-1,1,3.5207,-1.0171,0.8092
22,3,-1,-1,-1,-1,1,-0.1012,-0.6664,0.5039
23,1,-1,-1,-1,-1,1,0.401,0.2533,1.3901
23,2,-1,-1,-1,-1,1,3.5353,-1.0034,0.8074
23,3,-1,-1,-1,-1,1,-0.0815,-0.6601,0.5091
24,1,-1,-1,-1,-1,1,0.4222,0.248,1.3906
